Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00-05:00,175.35920954320588,180.33904722092433,175.24088165318517,179.4811248779297,104487900,0.0,0.0
2022-01-04 00:00:00-05:00,180.09251449012075,180.3982048932326,176.6312733595524,177.20321655273438,99310400,0.0,0.0
2022-01-05 00:00:00-05:00,177.1144469460556,177.66666373545723,172.2135003699476,172.48960876464844,94537600,0.0,0.0
2022-01-06 00:00:00-05:00,170.3004853517361,172.86436670188397,169.25521550871306,169.61021423339844,96904000,0.0,0.0
2022-01-07 00:00:00-05:00,170.48784472627779,171.72047707436144,168.65368719045802,169.77784729003906,86709100,0.0,0.0
2022-01-10 00:00:00-05:00,166.7308019442803,170.1032826113079,165.83344188565354,169.79759216308594,106765600,0.0,0.0
2022-01-11 00:00:00-05:00,169.92576841404195,172.74601671871378,168.44660962929626,172.6474151611328,76138300,0.0,0.0
2022-01-12 00:00:00-05:00,173.67295483725525,174.7182246148223,172.39102928923884,173.09115600585938,74805200,0.0,0.0
2022-01-13 00:00:00-05:00,173.33770904214546,174.1660344592856,169.403140740555,169.79759216308594,84505800,0.0,0.0
2022-01-14 00:00:00-05:00,168.9593552022639,171.36545563417326,168.71282876533513,170.6653289794922,80440800,0.0,0.0
2022-01-18 00:00:00-05:00,169.1269824353485,170.1426700980732,167.05616950265784,167.4407501220703,90956700,0.0,0.0
2022-01-19 00:00:00-05:00,167.6379874920702,168.70298357116292,163.63440031592094,163.9203643798828,94815000,0.0,0.0
2022-01-20 00:00:00-05:00,164.65995642068953,167.32243930012962,161.89885693406282,162.22427368164062,91420500,0.0,0.0
2022-01-21 00:00:00-05:00,162.13552501954536,164.0189908387528,160.04498539424455,160.15345764160156,122848900,0.0,0.0
2022-01-24 00:00:00-05:00,157.79669007425713,160.04501060381926,152.55059880742294,159.37445068359375,162294600,0.0,0.0
2022-01-25 00:00:00-05:00,156.7710794741695,160.49855780456906,154.83832073451433,157.55996704101562,115798400,0.0,0.0
2022-01-26 00:00:00-05:00,161.2282978629478,162.10593142069754,155.6272241565856,157.4712371826172,108275300,0.0,0.0
2022-01-27 00:00:00-05:00,160.1928686770902,161.56355500439207,156.08080969518454,157.00775146484375,121954600,0.0,0.0
2022-01-28 00:00:00-05:00,163.40760526095414,167.983135753714,160.53803365718866,167.96340942382812,179935700,0.0,0.0
2022-01-31 00:00:00-05:00,167.7957735864212,172.56852224764285,167.15479576143278,172.35157775878906,115541600,0.0,0.0
2022-02-01 00:00:00-05:00,171.5922599614729,172.41072955781118,169.91588315850126,172.18392944335938,86213900,0.0,0.0
2022-02-02 00:00:00-05:00,172.3219988111612,173.4363032464838,170.92173029739385,173.3968505859375,84914300,0.0,0.0
2022-02-03 00:00:00-05:00,172.0557295775927,173.79128535305918,169.72851937149161,170.4976806640625,89418100,0.0,0.0
2022-02-04 00:00:00-05:00,169.51031577687917,171.89974528421982,168.52295369038956,170.2113494873047,82465400,0.22,0.0
2022-02-07 00:00:00-05:00,170.6754322247577,171.7516534178389,168.78956678781253,169.4906005859375,77251200,0.0,0.0
2022-02-08 00:00:00-05:00,169.55970043586146,173.13396171924924,169.2634887730684,172.6205291748047,74829200,0.0,0.0
