Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00-05:00,328.1171860373464,330.7100249355279,322.6673124838451,327.5301208496094,28865100,0.0,0.0
2022-01-04 00:00:00-05:00,327.6083612473685,327.97040615578925,319.08622720469106,321.9139099121094,32674300,0.0,0.0
2022-01-05 00:00:00-05:00,318.83178927003866,319.03728145790507,309.1649076447563,309.5562744140625,40054300,0.0,0.0
2022-01-06 00:00:00-05:00,306.39599385603304,311.82630970889335,304.77179305204135,307.1102600097656,39646100,0.0,0.0
2022-01-07 00:00:00-05:00,307.3743673240601,309.673688200424,303.4019363033509,307.2667541503906,32720000,0.0,0.0
2022-01-10 00:00:00-05:00,302.814887357498,307.9320970821294,298.1184260543571,307.4917907714844,44289500,0.0,0.0
2022-01-11 00:00:00-05:00,306.6210566214363,309.78137319799987,303.20633814358473,308.1865539550781,29386800,0.0,0.0
2022-01-12 00:00:00-05:00,312.7753461586778,316.43467199798164,310.2411812002788,311.405517578125,34372200,0.0,0.0
2022-01-13 00:00:00-05:00,313.55808535621185,313.95924603518444,297.44331009204734,298.2260437011719,45366000,0.0,0.0
2022-01-14 00:00:00-05:00,297.68793079514717,304.116236089003,297.19871480370074,303.5096130371094,39846400,0.0,0.0
2022-01-18 00:00:00-05:00,297.51176176921996,303.11815682002594,295.23199897560556,296.12237548828125,42333200,0.0,0.0
2022-01-19 00:00:00-05:00,299.68389949939836,307.13954541398,296.1713327433403,296.7877197265625,45933900,0.0,0.0
2022-01-20 00:00:00-05:00,302.40404344574176,304.9283853521061,294.6450833628381,295.09515380859375,35380700,0.0,0.0
2022-01-21 00:00:00-05:00,296.16156286449126,297.5509194818911,289.23424808857186,289.64520263671875,57984400,0.0,0.0
2022-01-24 00:00:00-05:00,285.8978302102662,290.7019048501316,270.09613019338923,289.9778747558594,85731500,0.0,0.0
2022-01-25 00:00:00-05:00,285.2324698646796,288.62762990829566,279.01945090126156,282.267822265625,72848600,0.0,0.0
2022-01-26 00:00:00-05:00,301.3472585081598,301.8462683771706,286.70992432446553,290.310546875,90428900,0.0,0.0
2022-01-27 00:00:00-05:00,296.13223227728224,300.6721412238788,291.5042381745624,293.373046875,53481300,0.0,0.0
2022-01-28 00:00:00-05:00,293.754642629739,301.82670642420663,288.0993070081112,301.6114501953125,49743700,0.0,0.0
2022-01-31 00:00:00-05:00,302.2865505304077,305.64256481537126,299.76217948142465,304.27276611328125,46444500,0.0,0.0
2022-02-01 00:00:00-05:00,303.7150536570168,303.93030987222306,298.5489343514396,302.10064697265625,40950400,0.0,0.0
2022-02-02 00:00:00-05:00,302.95189844360783,308.3234804534659,302.21807445933763,306.69927978515625,36636000,0.0,0.0
2022-02-03 00:00:00-05:00,302.814894213073,304.51738610798765,293.4904389374175,294.75262451171875,43730000,0.0,0.0
2022-02-04 00:00:00-05:00,293.73506552933964,302.13979291691777,293.50025140180554,299.34149169921875,35096500,0.0,0.0
2022-02-07 00:00:00-05:00,299.5665224039279,301.20048703445684,293.43173498515733,294.4591064453125,28533300,0.0,0.0
2022-02-08 00:00:00-05:00,294.75260380395565,298.96964281734716,293.48065430390284,297.9912109375,32421200,0.0,0.0
2022-02-09 00:00:00-05:00,303.18673787373115,305.2023055300371,300.76024547317934,304.4978332519531,31284700,0.0,0.0
2022-02-10 00:00:00-05:00,297.4824770891408,302.45289856863457,294.2145177543825,295.8582763671875,45386200,0.0,0.0
